Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Osteria Veglio,"frazione Annunziata 9, La Morra, 12064","La Morra",€,Piedmontese,7.9552187,44.6372141,+390173509341,https://guide.michelin.com/en/piemonte/la-morra/restaurant/osteria-veglio,https://www.osteriaveglio.it/,Bib Gourmand,0,"Car park,Great view,Interesting wine list,Terrace","With its own convenient car park and a large terrace boasting views of the Langhe, this minimalist-style restaurant built in the 1920s serves excellent food. As fans of offal dishes, we were delighted to see lamb kidneys in a Marsala sauce on the menu – a dish which certainly did not disappoint! Guests are required to choose a minimum of two dishes from the à la carte, excluding dessert."
Osteria Madonnetta,"via Vajenti 21, Marostica, 36063","Marostica",€,Traditional Cuisine,11.6543603,45.7449571,+39042475859,https://guide.michelin.com/en/veneto/marostica/restaurant/osteria-madonnetta,https://www.osteriamadonnetta.it/,Bib Gourmand,0,Terrace,"Situated just a stone’s throw from the square with its famous chessboard, this authentic trattoria boasts a warm, inviting dining room and an outdoor space shaded by wisteria. Run by the same family for 120 years, the restaurant serves regional specialities such as tripe soup, bigoli pasta with various sauces, Vicenzo-style bacalà (salted cod), Venetian liver and desserts such as zaeti biscuits and macafame bread pudding. As there are just a few tables and the restaurant is very popular, booking ahead is recommended."
Buatta Cucina Popolana,"via Vittorio Emanuele 176, Palermo, 90133","Palermo",€,Sicilian,13.3651296,38.1171388,+39091322378,https://guide.michelin.com/en/sicilia/palermo/restaurant/buatta-cucina-popolana,https://buattapalermo.it/,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access","This simple yet lively and dynamic restaurant occupying the beautiful, historic rooms of an old shop is always busy with locals and tourists, so booking ahead is highly recommended. Dishes are traditionally Sicilian, such as the “sarde a scottadito” (sardines) and change regularly in line with the seasons. Meat, fish, offal and vegetarian options all feature on the menu."
Antica Trattoria Cattivelli,"via Chiesa di Isola Serafini 2, Monticelli d'Ongina, 29010","Monticelli d'Ongina",€€,Country cooking,9.9062332,45.0969567,+390523829418,https://guide.michelin.com/en/emilia-romagna/monticelli-d-ongina/restaurant/antica-trattoria-cattivelli,https://www.trattoriacattivelli.it/,Bib Gourmand,0,"Air conditioning,Car park,Terrace","As its address indicates, this restaurant is situated on an island formed by a loop in the Po river. Since 1947, the Cattivelli family have been celebrating the best of the Lower Po valley’s cuisine here in a rural, river setting that is typical of the region. Regional dishes take pride of place on the menu, always served in generous portions and often made using locally sourced ingredients, including fresh home-made pastas and excellent ice-cream, as well as conserves made from home-grown produce. Although not particularly traditional, we enjoyed the mushroom macaroni made in-house using organic flour, as well as the veal served with caramelised shallots and potatoes."
Contesto Alimentare,"via Accademia Albertina 21/e, Turin, 10123","Turin",€€,"Italian, Modern Cuisine",7.6862316,45.0623867,+390118178698,https://guide.michelin.com/en/piemonte/torino/restaurant/contesto-alimentare,https://www.contestoalimentare.it/,Bib Gourmand,0,Air conditioning,"Situated on the central Via Accademia Albertina, this small, simple and unfussy restaurant with small tables set close together serves top-quality Piedmontese cuisine. Alongside its delicious regional specialities, the menu also features dishes from elsewhere in Italy, including Sicily. The tajarin pasta made from 40 egg yolks and served with a veal ragu is superb, as are the rabbit and pork belly dishes. There’s a focus on meat options, followed by some delicious desserts, which include specialities from Piedmont such as panna cotta and typical bacio di dama biscuits."
Andrea - Sapori Montani,"via Gabriele Judica 4, Palazzolo Acreide, 96010","Palazzolo Acreide",€€,Sicilian,14.903214,37.061565,+390931881488,https://guide.michelin.com/en/sicilia/palazzolo-acreide/restaurant/andrea-sapori-montani,https://www.ristoranteandrea.it/,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","Relocated in via Padre Giacinto 20.The restaurant takes its name from its chef Andrea, while the phrase “Sapori Montani” (mountain flavours) gives a good indication of the type of cuisine served here, from the local truffle-flavoured sausage – which has made Palazzolo Acreide’s name famous throughout Sicily – to trout, black suckling pig and excellent cheeses."
Burro & Alici,"lungomare Colombo 98, Marotta, 61032","Marotta",€€,"Seafood, Classic Cuisine",13.1445936,43.7665284,+390721961200,https://guide.michelin.com/en/marche/marotta/restaurant/burro-alici,https://www.ristoranteburroealici.it/,Bib Gourmand,0,Terrace,"With just a road separating it from the beach (in summer, the large windows open completely, so that the dining room has the feel of an outdoor terrace), this simple restaurant is similar to the many others dotted along the seafront in Marotta. However, it’s the food that is the main attraction – the colourful, generous cuisine of the Adriatic, with fish served in classic recipes occasionally finished with an imaginative and personal twist. Fish also take pride of place on the delicious gourmet pizzas served here."
Roma,"via Roma 15, Montoggio, 16026","Montoggio",€,"Ligurian, Seasonal Cuisine",9.0436081,44.5139886,+39010938925,https://guide.michelin.com/en/liguria/montoggio/restaurant/roma,https://www.romamontoggio.it/,Bib Gourmand,0,"Air conditioning,Garden or park,Terrace","Over a century of history and various generations of the same family at the helm have given a reassuring solidity to this restaurant in inland Liguria. In the airy, classically furnished dining room, enjoy abundant portions of impressive local and seasonal cooking, with a focus on home-grown fruits and vegetables, home-made pesto, mushrooms and truffles, and superb cuts of meats and tartares. However, part of the menu is also devoted to fish."
Il Ciabot,"via Costa 7, Roletto, 10060","Roletto",€,"Piedmontese, Modern Cuisine",7.3305602,44.9253944,+390121542132,https://guide.michelin.com/en/piemonte/roletto/restaurant/il-ciabot,https://www.ristoranteilciabot.it/,Bib Gourmand,0,Terrace,"Warmed by an open fire in winter, this welcoming family-run restaurant celebrates the cuisine of Piedmont, although a few fish dishes also feature on the menu. Traditional, time-honoured and overlooked dishes take pride of place, such as boiled meat terrine with a salsa verde, Fassone beef in a crust, plus an excellent giandujotto chocolate mousse. Booking ahead is recommended."
L'Oste Dispensa,"strada provinciale Giannella 113, Orbetello, 58015","Orbetello",€€,"Country cooking, Organic",11.1686422,42.439444,+390564820085,https://guide.michelin.com/en/toscana/orbetello/restaurant/l-oste-dispensa,http://www.ostedispensa.it,Bib Gourmand,0,"Air conditioning,Great view","The focus at this restaurant is on local ingredients, including sustainably caught fish and seafood. The set menu changes in line with the seasons and the availability of ingredients, while the excellent wine list boasts an impressive selection of organic and biodynamic labels. The wine cellar can be glimpsed through the floor near the cash till, and uninterrupted views of the sea can be enjoyed from the dining room."
Luna Rossa,"via Marconi 18, Terranova di Pollino, 85030","Terranova di Pollino",€,Cuisine from Basilicata,16.297476,39.9771853,+39097393254,https://guide.michelin.com/en/basilicata/terranova-di-pollino/restaurant/luna-rossa,https://www.federicovalicenti.it/,Bib Gourmand,0,"Great view,Terrace","This rustic, convivial restaurant in the village centre boasts a panoramic terrace overlooking the valley. A constant search for recipes from Italy’s peasant tradition combines with the passion and talent of the chef to create specialities such as raviolo della memoria."
Al Piave,"via Cormons 6 - Fraz. Corona, Mariano del Friuli, 34071","Mariano del Friuli",€,"Friulian, Seasonal Cuisine",13.4820929,45.921916,+39048169003,https://guide.michelin.com/en/friuli-venezia-giulia/mariano-del-friuli/restaurant/al-piave,https://www.trattoriaalpiave.it/,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",This welcoming family - run trattoria comprises of two attractive dining rooms and a beautiful summer garden. It specialises in regional dishes that vary according to the seasons. Guinea fowl cooked with chives is one of the house specialities.
Taverna dei Caldora,"piazza Umberto I 13, Pacentro, 67030","Pacentro",€,"Cuisine from Abruzzo, Meats and Grills",13.9908288,42.0499185,+39086441139,https://guide.michelin.com/en/abruzzo/pacentro/restaurant/taverna-dei-caldora,,Bib Gourmand,0,"Air conditioning,Terrace","Situated amid the maze of narrow streets in the old town of Pacentro and occupying the wine cellars of an imposing 16C palazzo, this restaurant celebrates regional cuisine in all its glory in specialities such as spaghetti with saffron and truffles."
13 Comuni,"piazza della Vittoria 31, Velo Veronese, 37030","Velo Veronese",€€,"Venetian, Seasonal Cuisine",11.09587,45.6053,+390457835566,https://guide.michelin.com/en/veneto/velo-veronese/restaurant/13-comuni,https://www.13comuni.it/it/,Bib Gourmand,0,Terrace,"Situated in the village square, this restaurant is run by a couple – she’s front of house, while he’s in the kitchen – who use top - quality local produce to prepare a mix of traditional and modern dishes. House specialities include gnocchi with sheep’s ricotta cheese and hazel butter (the butter isn’t actually made with hazelnuts but is simply melted), and confit pork ribs in beer. The mountain - style decor continues in the simple guestrooms."
Upepidde,"vico Sant'Agnese 2, angolo corso Cavour, Ruvo di Puglia, 70037","Ruvo di Puglia",€,Apulian,16.4869587,41.1147414,+390803613879,https://guide.michelin.com/en/puglia/ruvo-di-puglia/restaurant/u-p-e-p-i-d-d-e,https://www.upepidde.it/,Bib Gourmand,0,Interesting wine list,"Undeniably characteristic and refreshing! Dug out of the rock that once formed the old Aragonese walls, the four dining rooms in this restaurant run one into another under brick arches and then lead to the wine cellar, which is open to guests. The regional cuisine is as traditional as the decor, with specialities such as barbecued local meat and beef fillet in a plum sauce with wine and caramelised shallots on the menu."
Taverna del Grappolo Blu,"scale di via Moglio 1, Montalcino, 53024","Montalcino",€,Tuscan,11.4898268,43.0589313,+390577847150,https://guide.michelin.com/en/toscana/montalcino/restaurant/taverna-il-grappolo-blu,http://www.grappoloblu.com,Bib Gourmand,0,"Air conditioning,Terrace","Accessed via a steep, narrow flight of steps, this restaurant boasts a traditional and friendly ambience. The cuisine is traditionally Tuscan (pici pasta with ragu and tripe are among the most popular dishes on the menu), while the interesting wine list includes a selection of Brunello wines arranged by year, as well as some top-quality vintage options which will delight wine-enthusiasts. The owner oversees the informal yet attentive service."
Al Palazzon,"via Ca' Onorai 2, loc. Mottinello Nuovo, Galliera Veneta, 35015","Galliera Veneta",€€,"Venetian, Classic Cuisine",11.8115922,45.6735429,+390495965020,https://guide.michelin.com/en/veneto/galliera-veneta/restaurant/al-palazzon,https://www.alpalazzon.it/,Bib Gourmand,0,"Air conditioning,Car park,Credit cards not accepted,Terrace,Wheelchair access","Housed in an early 20C farmhouse, this restaurant boasts the typical ambience of a traditional multi-generational trattoria, while the cuisine focuses on classic dishes that are typical of the Veneto. Highlights include bigoli pasta, bean soup, Vicenza-style baccalà cod and mallard duck."
Serendib,"via Pontida 2, Milan, 20121","Milan",€,"Indian, Asian",9.1827996,45.4798954,+39026592139,https://guide.michelin.com/en/lombardia/milano/restaurant/serendib,https://www.serendib.it/,Bib Gourmand,0,Air conditioning,"Serendib, the old name for Sri Lanka, means “to make happy” – an ambitious promise but one which this welcoming restaurant serving typical Indian and Sri Lankan dishes manages to keep. The tasting menu introduces guests to different specialities and comes highly recommended (especially if it’s your first time here)."
La Pineta,"piazzale Sant'Anna 6, Sant'Anna, 12020","Sant'Anna",€,"Piedmontese, Traditional Cuisine",7.3086768,44.4981324,+390171918472,https://guide.michelin.com/en/piemonte/sant-anna/restaurant/la-pineta148217,https://www.lapinetaalbergo.it/,Bib Gourmand,0,"Car park,Terrace","You will need a certain amount of patience to tackle the winding road through woods and hills to get to La Pineta, but the food makes the journey well worthwhile. There is a restricted choice – just one tasting menu, although the number of courses can be reduced – with the famous house speciality, fritto misto alla piemontese, taking pride of place. Spacious, welcoming guestrooms are also available."
Stella,"via dei Narcisi 47/a, Casaglia, 06126","Casaglia",€,"Country cooking, Traditional Cuisine",12.4316475,43.1065133,+390756920002,https://guide.michelin.com/en/umbria/casaglia/restaurant/stella,http://www.stellaperugia.it,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace","Dining options at this restaurant include an attractive outdoor terrace with views of the surrounding area (in summer) and a friendly bistro-style dining room. We particularly enjoyed the linguine with carp roe, as well as the stuffed pigeon."
Trattoria Lanzagallo,"via Ravenna 1048, Gaibana, 44124","Gaibana",€,"Seafood, Traditional Cuisine",11.6549983,44.7540004,+390532718001,https://guide.michelin.com/en/emilia-romagna/gaibana/restaurant/trattoria-lanzagallo,https://sites.google.com/view/trattoria-lanzagallo/,Bib Gourmand,0,"Air conditioning,Car park","Don’t be fooled by the simple decor and unfussy ambience at this restaurant – the Trattoria Lanzagallo is one of the best places in the province for top-quality fish served in delicious, generous and imaginative dishes. The menu is striking for its reasonable prices."
Podere San Faustino,"via San Faustino 33 (SS Emilia Nord), Fidenza, 43036","Fidenza",€€,"Emilian, Traditional Cuisine",10.0340833,44.8734471,+390524520184,https://guide.michelin.com/en/emilia-romagna/fidenza/restaurant/podere-san-faustino,https://www.poderesanfaustino.it/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Notable sake list,Terrace,Wheelchair access","In the heart of the Bassa Parmense region, this old farmhouse has retained romantic reminders of bygone days. The menu also has a traditional feel, featuring dishes such as egg tagliolini with a salami, sun - dried tomato and onion sauce, and braised pork cheeks with a fennel carpaccio in an orange marinade. There’s also a good choice of delicious desserts."
Osteria Borsò Gambrinus,"via Capitello 18, San Polo di Piave, 31020","San Polo di Piave",€€,"Venetian, Seasonal Cuisine",12.3885415,45.7968129,+390422855043,https://guide.michelin.com/en/veneto/san-polo-di-piave/restaurant/osteria-enoteca-gambrinus,https://gambrinus.it/osteria-borso/,Bib Gourmand,1,"Air conditioning,Car park,Garden or park,Terrace","A wine bar-cum-osteria with a warm, rustic decor and a menu offering fish and meat dishes, including specialities such as fried scampi, squid, crayfish and vegetables, all seasoned with olive oil. There’s also a good choice of wines by the glass, with a focus on natural wines."
Osteria la Fefa,"via Trento-Trieste 9/c, Finale Emilia, 41034","Finale Emilia",€€,"Emilian, Traditional Cuisine",11.2958166,44.8331758,+390535780202,https://guide.michelin.com/en/emilia-romagna/finale-emilia/restaurant/osteria-la-fefa,https://www.osterialafefa.it/,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace","The name “Fefa” is a diminutive of Genoveffa, the female owner who founded this restaurant almost a century ago. Today, the new generation provides streamlined service, decidedly Emilian cuisine and careful attention to wine thanks to talented sommelier Edoardo, who is equally at home recommending a French Côtes-du-Rhône as he is with local Sangiovese labels – the extensive wine list (an entire page is dedicated to magnum bottles) will definitely impress wine-enthusiasts. The “primi” are delicious (don’t miss the classic tortellino in Parmesan cream), as are the “secondi”, which include sweet and sour duck leg in a Lambrusco sauce."
Antica Trattoria La Toppa,"via del Giglio 43, San Donato in Poggio, 50028","San Donato in Poggio",€,Tuscan,11.2344884,43.5354466,+390558072900,https://guide.michelin.com/en/toscana/san-donato-in-poggio/restaurant/antica-trattoria-la-toppa,,Bib Gourmand,0,Terrace,"The two traditional rooms at this restaurant are perfectly in keeping with the medieval atmosphere of the beautifully preserved village of San Donato. The cuisine is obviously Tuscan in style, delighting guests with its exquisite home-made pasta expertly prepared by young chef Matteo. At certain times of the year, special dishes such as game make an appearance on the menu – the wild boar stew is not to be missed! Among the desserts, make sure you try the caramel panna cotta which is one of the best in the region. The small wine list includes a few labels from famous wineries."
Dalla Libera,"via Farra 52, Sernaglia della Battaglia, 31020","Sernaglia della Battaglia",€,"Country cooking, Seasonal Cuisine",12.132017,45.8771069,+390438966295,https://guide.michelin.com/en/veneto/sernaglia-della-battaglia/restaurant/dalla-libera,http://www.trattoriadallalibera.it,Bib Gourmand,0,"Car park,Interesting wine list,Terrace","At this restaurant, an American-style barbecue garden (in summer) and a smart, rustic dining room provide the backdrop for carefully prepared local cuisine with a personalised, gourmet twist, such as the home-made gnocchi served with three different types of tomato. The wine list features top-quality labels from Italy and further afield, including a few vintages that will delight wine-enthusiasts."
Apollonia,"via Sant'Apollonia 3, località Sirmiano Sopra, Nals, 39010","Nals",€€,"Regional Cuisine, Traditional Cuisine",11.186598,46.529537,+3904711550562,https://guide.michelin.com/en/trentino-alto-adige/nalles/restaurant/apollonia,https://www.apollonia.it/it,Bib Gourmand,0,"Car park,Garden or park,Great view,Terrace","Following a road that twists and turns uphill, surrounded at first by vineyards and fruit trees and then by woodland, you climb to an altitude of 900m to reach this restaurant run by the Geiser family, who have been serving simple yet delicious regional (and Italian) cuisine here for three generations. With a focus on seasonal ingredients from the Alto Adige, the menus feature specialities such as potato rosti with beetroot, baked pumpkin, broccoli and porcini mushroom cream, as well as home-made tarts and sorbets. The beautiful views take in Terlano in the middle of the valley and the majestic Dolomites (including Sciliar, Catinaccio and Latemar) in the distance."
L'Acino,"via San Domenico 2/a, Turin, 10121","Turin",€€,"Piedmontese, Traditional Cuisine",7.6817442,45.0743527,+393451392770,https://guide.michelin.com/en/piemonte/torino/restaurant/l-acino,https://lacinorestaurant.eatbu.com/,Bib Gourmand,0,Air conditioning,"In the heart of the Roman quadrilateral, in this characteristic and friendly restaurant the traditional Piedmontese cuisine is honored. The specialties include: stuffed onion, vitel tonnè, agnolotti and tajarin, tripe and stracotto. Among the desserts, the bonet and hazelnut cake with zabajone are not to be missed. They have few tables, so we advise booking."
QuarantunoDodici,"via Monte Cadria 127, Fiumicino, 00054","Fiumicino",€€,"Seafood, Mediterranean Cuisine",12.257375,41.747772,+39066581179,https://guide.michelin.com/en/lazio/fiumicino/restaurant/bistrot-quarantunododici,https://www.quarantunododici.it,Bib Gourmand,0,"Car park,Great view,Terrace,Wheelchair access","Situated on the banks of the river, this seaside osteria run by chef Lele Usai (the Michelin-starred Tino is on the first floor of the building) is the perfect setting for a business lunch or an enjoyable dinner thanks to its excellent fish-based cuisine which is firmly rooted in traditional recipes. As well as the à la carte, the “Diario di Bordo” lists the daily specials, which showcase the freshest fish on offer here."
Boivin,"via Garibaldi 9, Levico Terme, 38056","Levico Terme",€€,"Regional Cuisine, Seasonal Cuisine",11.3003374,46.0113105,+390461701670,https://guide.michelin.com/en/trentino-alto-adige/levico-terme/restaurant/boivin,https://www.boivin.it/,Bib Gourmand,0,Terrace,"Occupying an old house in the town centre, this restaurant is strongly influenced by the character and ideas of owner-chef Riccardo Bosco, who offers an original mix of traditional Trento cuisine and influences from around the world, including Korean kimchi and Japanese cooking methods such as tataki. A prime example of the latter is one of the restaurant’s signature dishes, namely trout with celeriac purée. Daily specials based on what’s available at the market also feature, while regional wines are to the fore on the wine list."
Rosselli 77,"via F.lli Rosselli 77, Cuorgnè, 10082","Cuorgnè",€,"Piedmontese, Traditional Cuisine",7.649048,45.3993734,+390124651613,https://guide.michelin.com/en/piemonte/cuorgn/restaurant/rosselli-77,,Bib Gourmand,0,"Air conditioning,Car park","A series of rooms teeming with warmth and atmosphere provide the backdrop for this simple and homely restaurant on the edge of town, where the chef announces dishes at your table. Although the menu can vary, pride of place is given to Piedmontese ingredients and culinary traditions, such as the cream of roasted chestnuts and mushrooms and the delicious snails."
Krone,"piazza Principale 4, Aldino, 39040","Aldino",€€,"Regional Cuisine, Traditional Cuisine",11.3543035,46.3684718,+390471886825,https://guide.michelin.com/en/trentino-alto-adige/aldein/restaurant/krone,https://www.gasthof-krone.it/it/ristorante-aldino.htm,Bib Gourmand,0,Terrace,"The past retains its fascinating appeal in this traditional restaurant situated in a small mountain village, where modern trends are ignored in favour of authentic dishes from the South Tyrol. Originally opened as an inn, the restaurant still offers a few simple and discreet rooms furnished in traditional style, as well as a new and modern sauna."
Buscone,"Località Bosmenso Superiore 41, Varzi, 27057","Varzi",€,"Country cooking, Traditional Cuisine",9.2208794,44.7909875,+39038352224,https://guide.michelin.com/en/lombardia/varzi/restaurant/buscone,https://www.ristorantebuscone.it/,Bib Gourmand,0,"Car park,Terrace","The difficulty, which perhaps you may encounter when trying to reach this trattoria, is compensated by the very pleasant family atmosphere and genuine home - made cooking."
Antica Locanda al Cervo - Landgasthof zum Hirschen,"via Schrann 9/c, San Genesio Atesino, 39050","San Genesio Atesino",€€,"Regional Cuisine, Traditional Cuisine",11.333222,46.5340136,+390471354195,https://guide.michelin.com/en/trentino-alto-adige/san-genesio-atesino/restaurant/antica-locanda-al-cervo-landgasthof-zum-hirschen,https://www.hirschenwirt.it/,Bib Gourmand,1,"Car park,Garden or park,Great view,Terrace,Wheelchair access","Enjoy generous, regional cuisine influenced by the family’s involvement in the cattle and horse farming business, either in the restaurant’s welcoming dining rooms or on its sunny panoramic terrace. “Zero food miles” produce is much more than a simple slogan here!"
Veneziano,"Contrada Arena, SS 120 km 187, Randazzo, 95036","Randazzo",€€,"Sicilian, Traditional Cuisine",14.9713893,37.8763419,+390957991353,https://guide.michelin.com/en/sicilia/randazzo/restaurant/veneziano,https://www.ristoranteveneziano.it/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Terrace,Wheelchair access","Situated just outside Randazzo, one of the villages with typical lava-stone buildings dotted around Mt Etna, this restaurant serves excellent local cuisine. Recipes featuring mushrooms and meat take pride of place on the menu, from antipasti such as the excellent mixed mushrooms to first courses of mushroom soup and mains that include a highly recommended “asado” (mixed grill) and an unmissable Nero dei Nebrodi capocollo ham."
Terme,"via Madonna Assunta, Pigna, 18037","Pigna",€,Ligurian,7.66846,43.92997,+390184241046,https://guide.michelin.com/en/liguria/pigna/restaurant/terme,https://www.ristoranteterme.com/it/the-restaurant/,Bib Gourmand,0,"Car park,Terrace","Not far from the picturesque village of Pigna, this family-run hotel-restaurant has a simple, classic-style dining room where the main focus is on the equally simple and rustic cuisine, including the dish of goats’ meat and beans, a local speciality."
Al Bersagliere,"via Dietro Pallone 1, Verona, 37121","Verona",€,"Venetian, Traditional Cuisine",10.9980274,45.4363246,+390458004824,https://guide.michelin.com/en/veneto/verona/restaurant/al-bersagliere,https://www.trattoriaalbersagliere.it/,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace","This long-established restaurant in the Borgo Filippi district overflows with memorabilia (from the juke box to the old coffee machine dating from the 1960s) and owes its continued success to its generous, comforting cuisine that showcases the fine traditions of the Veneto. Specialities include bigoli pasta with duck, pastissada de caval (horsemeat stew) and gelato spiritoso(ice cream flavoured with grappa). Guests can visit the interesting wine cellar, parts of which date back to the early 13C, which focuses on labels from the Verona region (especially Amarone). There’s also an excellent selection of spirits."
Trattoria da Paeto,"via Patriarcato 78, Pianiga, 30030","Pianiga",€€,"Country cooking, Traditional Cuisine",12.0355686,45.4693768,+39041469380,https://guide.michelin.com/en/veneto/pianiga/restaurant/trattoria-da-paeto,,Bib Gourmand,0,"Air conditioning,Car park,Terrace","This small trattoria hidden among the canals in the countryside is run by a couple of partners who showcase the specialities of the region with professionalism and enthusiasm. The menu includes delicacies such as fish and vegetable couscous, and sfoglia pastry with cream and flakes of chocolate, as well as a few more modern dishes."
Il Sogno,"via Vetrego 8, Vetrego, 30035","Vetrego",€€,"Country cooking, Traditional Cuisine",12.0995204,45.4663112,+390415770471,https://guide.michelin.com/en/veneto/vetrego/restaurant/il-sogno,https://www.trattoriailsogno.com/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Terrace","This restaurant (once a cultural club) in the Miranese countryside serves simple yet delicious cuisine at reasonable prices. Although the dishes have their roots in the region, they are also influenced by Slow Food traditions from elsewhere in Italy and further afield and boast the occasional personalised touch. In winter, the trolley of boiled meats served with sauces and mostarda makes an appearance."
Tre Noghere,"via Crede 1, Bigolino, 31049","Bigolino",€€,Regional Cuisine,12.0169773,45.8749598,+390423980316,https://guide.michelin.com/en/veneto/bigolino/restaurant/tre-noghere,https://www.trenoghere.com/,Bib Gourmand,0,"Air conditioning,Car park,Terrace","Situated in a peaceful location amid fields and vineyards, this attractive country restaurant run by the same family since 1965 boasts an outdoor space where three walnut trees (“tre noghere”) provide shade in summer, plus a neat and simple dining room. The skilful owner is at the helm in the kitchen, while the younger generation provide a warm and professional welcome front of house. Traditional cuisine, including home-made pastas, are to the fore here – we particularly enjoyed the bigoli with ragu and rosemary, as well as the glazed duck breast with apricots. We asked for recommendations when choosing our wine and we didn’t regret it!"
Da Giannino - L'Angolo d'Abruzzo,"via Rosolino Pilo 20, Milan, 20129","Milan",€,"Cuisine from Abruzzo, Traditional Cuisine",9.21326,45.47267,+390229406526,https://guide.michelin.com/en/lombardia/milano/restaurant/da-giannino-l-angolo-d-abruzzo,httpss://da-giannino-langolo-dabruzzo.it,Bib Gourmand,0,Air conditioning,A warm welcome combined with a simple but lively atmosphere and typical dishes from the Abruzzo region make this a popular place to eat. Generous portions and excellent roast dishes.
Domenico dal 1968,"via Satrico 23, Rome, 00183","Rome",€,"Roman, Cuisine from Lazio",12.5075051,41.8771101,+390670494602,https://guide.michelin.com/en/lazio/roma/restaurant/domenico-dal-1968,https://www.domenicodal1968.it/,Bib Gourmand,0,"Air conditioning,Terrace","Situated away from the tourist trail, this authentic neighbourhood restaurant popular with locals serves two types of cuisine, namely fish-based dishes and Roman specialities. Announced at your table, the tempting delicacies include Roman- and Jewish-style artichokes, fried aubergine balls, tripe, sweetbreads and offal. A must-visit address serving authentic local cuisine in simple dining rooms with a family feel. Booking is recommended, as there are only a few tables."
La Campanara,"via Borgo  Pianetto 24/a, Galeata, 47010","Galeata",€€,Regional Cuisine,11.90544,43.98591,+390543981561,https://guide.michelin.com/en/emilia-romagna/galeata/restaurant/la-campanara,https://www.osterialacampanara.it/,Bib Gourmand,0,"Garden or park,Terrace","Situated in a village near Galeata, this restaurant boasts a charming small inner courtyard – you walk through here into an idyllic outdoor dining space next to the church surrounded by trees and with views of the hills. The regional cuisine focuses on specialities from Romagna as well as the nearby Marche and (especially) Tuscany. If you’re looking for somewhere to stay, there’s an inn with rooms next door to the restaurant."
La Brinca,"via Campo di Ne 58, Ne, 16040","Ne",€€,"Ligurian, Traditional Cuisine",9.38928,44.35394,+390185337480,https://guide.michelin.com/en/liguria/ne/restaurant/la-brinca,https://www.labrinca.it/,Bib Gourmand,0,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace","This trattoria run by the Circella family – without doubt one of the best in Italy – has been delighting guests since 1987. The menu features dishes and ingredients that are generous, full of flavour and strongly rooted in the region, including “dishes of the year” which go back to 2010. The superb wine cellar boasts a selection of over 1 000 labels, including some rare bottles, for which sommelier Matteo received Michelin’s Best Sommelier in Italy award in 2021. To sum up, this is the sort of restaurant that everyone would like in their neighbourhood!"
Sa Mandra,"SP 44, km 1, Alghero, 07041","Alghero",€€,"Sardinian, Traditional Cuisine",8.2975279,40.6532916,+39079999150,https://guide.michelin.com/en/sardegna/alghero/restaurant/sa-mandra,https://www.aziendasamandra.it/it/,Bib Gourmand,0,Terrace,"Situated on the Azienda Agrituristica Sa Mandra, this restaurant allows guests to savour one of Sardinia’s emblematic ingredients, namely delicious roast suckling pig which is the focus of the single menu offered here. Once seated at your table, you’ll be served a host of small bites and courses, all of which are based on this main ingredient. Make sure you arrive early to watch the pig being cooked – the owners are happy to explain the procedure, right down to the smallest detail. Guestrooms are also available."
Borgo Spoltino,"strada Selva Alta, Mosciano Sant'Angelo, 64023","Mosciano Sant'Angelo",€,"Cuisine from Abruzzo, Traditional Cuisine",13.87886,42.71786,+390858071021,https://guide.michelin.com/en/abruzzo/mosciano-sant-angelo/restaurant/borgo-spoltino,https://borgospoltino.it/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Interesting wine list,Terrace,Wheelchair access","Borgo Spoltino occupies a 19C farmhouse amid hills and olive groves with views of the sea and mountains as a backdrop. This is the perfect setting in which to enjoy typical Abruzzi cuisine (most of the vegetables come from the restaurant’s own kitchen garden). These include traditional specialities such as sweet pizza (alternating layers of sponge cake soaked in Kermes liqueur, pudding and custard – a bit like a trifle – with a thick cream and slivers of almond, either on top or in the middle). The wine list features a good selection of regional wines, alongside labels from further afield."
Zeb,"via San Miniato 2r, Florence, 50125","Florence",€€,"Farm to table, Traditional Cuisine",11.2612484,43.7641016,+390552342864,https://guide.michelin.com/en/toscana/firenze/restaurant/zeb,https://www.zebgastronomia.com/home/,Bib Gourmand,0,Air conditioning,"A new take on traditional cuisine in this unique restaurant in the delightful San Niccolò district. Diners sit side - by - side around a central table, as in a sushi bar, enjoying a selection of delicious homemade dishes."
